,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,Bat,Terrestrial PAR,Terrestrial PAR mv,Underwater PAR,Underwater PAR mv,Chlorophyll,Chlorophyll mv,1m Temperature,1m DOSat,1m DO,3m Temperature,3m DOSat,3m DO,5m Temperature,5m DOSat,5m DO,7m Temperature,7m DOSat,7m DO,9m Temperature,9m DOSat,9m DO,11m Temperature,11m DOSat,11m DO,13m Temperature,13m DOSat,13m DO,AirTemp,RH,Rel. BP,WindSp,Max WindSp,WindDir,Wet Bulb Temp,Precip Type,RainInten,TotalRain,IntvRain,SolarRad,Head
m/d/y,V,µmol/s/m²,mV,µmol/s/m²,mV,µg/L,mV,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m²,Degree
5/18/2017 8:00,12.6,805.29,3.208,141.099,0.596,2.156,21.563,14.28,68.5,7.05,12.03,98.4,10.66,11.61,102.1,11.17,11.11,0,0,10.85,97.5,10.86,10.47,83.9,9.43,10.46,91.2,10.25,22.6,60,997.2,2.9,3.5,325,17.4,0,0,0,0,1000,140
5/18/2017 8:15,12.8,1020.677,4.066,191.118,0.807,2.068,20.683,14.5,68.1,6.98,12.03,98.6,10.68,11.59,102,11.17,11.11,0,0,10.86,97.7,10.88,10.48,84,9.44,10.45,91.1,10.24,23.7,57,997.3,2.9,3.6,316,17.9,0,0,0,0,1000,140
5/18/2017 8:30,12.8,1132.639,4.512,201.654,0.852,2.042,20.417,14.53,67.8,6.94,12.01,98.8,10.71,11.52,102,11.18,11.11,0,0,10.83,98,10.92,10.53,84.1,9.44,10.47,91.1,10.24,24,56,997.2,3.5,4.8,314,18,0,0,0,0,1000,140
5/18/2017 8:45,12.8,1223.037,4.872,253.322,1.07,2.006,20.056,14.23,68.4,7.05,11.88,99.1,10.78,11.52,101.9,11.17,11.16,0,0,10.7,98.2,10.97,10.49,84.3,9.47,10.42,91.1,10.25,25.2,52,997.1,3.4,5.2,352,18.5,0,0,0,0,1000,140
5/18/2017 9:00,12.5,573.155,2.283,108.908,0.46,2.277,22.766,14.16,68.9,7.11,11.7,99.5,10.87,11.53,101.8,11.16,11.11,0,0,10.68,98.3,10.99,10.53,84.4,9.47,10.37,91.1,10.26,26.4,47,997.1,2.6,4.2,75,18.6,0,0,0,0,1000,140
5/18/2017 9:15,12.5,559.783,2.23,106.915,0.452,2.281,22.811,14.2,69,7.11,11.66,99.6,10.89,11.59,101.7,11.13,11.15,0,0,10.8,98.2,10.96,10.51,84.6,9.49,10.38,90.9,10.24,26.1,49,997.1,1.7,2.6,72,18.6,0,0,0,0,1000,140
5/18/2017 9:30,12.6,798.174,3.18,158.592,0.67,2.151,21.507,14.12,69.1,7.14,11.64,99.7,10.9,11.6,101.6,11.12,11.17,0,0,10.74,98.4,10.99,10.49,84.6,9.51,10.38,90.8,10.23,26.4,48,996.8,1.1,3.9,27,18.7,0,0,0,0,1000,140
5/18/2017 9:45,12.6,675.411,2.691,132.088,0.558,2.207,22.068,13.81,69.8,7.26,11.67,99.6,10.89,11.61,101.7,11.13,11.17,0,0,10.7,98.3,10.99,10.48,84.7,9.51,10.4,90.6,10.2,26.5,48,996.7,1.6,4.2,38,18.8,0,0,0,0,1000,140
5/18/2017 10:00,12.8,1669.605,6.651,399.772,1.689,1.849,18.488,13.88,70.1,7.29,11.6,99.7,10.91,11.59,101.8,11.14,11.13,0,0,10.66,98.2,10.99,10.46,84.7,9.52,10.4,90.5,10.18,27,47,996.5,2.2,3.8,39,19,0,0,0,0,1000,140
5/18/2017 10:15,12.8,1577.355,6.284,402.867,1.702,1.846,18.464,13.88,70.7,7.34,11.59,99.7,10.91,11.59,101.9,11.15,11.16,0,0,10.66,98,10.97,10.43,84.6,9.52,10.4,90.3,10.16,27.6,45,996.4,2.8,5.3,61,19.2,0,0,0,0,1000,140
5/18/2017 10:30,12.8,1675.739,6.676,389.492,1.646,1.94,19.398,14.37,70.1,7.2,11.62,99.6,10.89,11.61,101.9,11.15,11.19,0,0,10.66,97.8,10.94,10.46,84.5,9.5,10.39,90.2,10.15,28.1,44,996.2,2.9,6.7,62,19.3,0,0,0,0,1000,140
5/18/2017 10:45,12.8,1570.613,6.257,423.878,1.791,2,20.002,13.9,70.8,7.35,11.61,99.5,10.89,11.62,102,11.16,11.19,0,0,10.71,97.6,10.91,10.41,84.4,9.5,10.32,89.9,10.14,27.9,43,996.2,1.9,3.5,118,19.1,0,0,0,0,1000,140
5/18/2017 11:00,12.8,1640.139,6.534,410.027,1.732,1.85,18.503,13.8,71.6,7.45,11.62,99.5,10.88,11.62,102.1,11.17,11.1,1.9,0.21,10.66,97.5,10.9,10.41,84.2,9.48,10.36,89.6,10.1,28.2,41,996,3.6,6.6,64,18.9,0,0,0,0,1000,140
5/18/2017 11:15,12.8,1711.031,6.816,370.782,1.567,1.94,19.398,14.11,71.1,7.35,11.67,99.4,10.86,11.66,102.2,11.17,11.19,0,0,10.63,97.2,10.89,10.4,84,9.46,10.37,89.4,10.07,27.9,41,996,1.6,4.2,46,18.6,0,0,0,0,1000,140
5/18/2017 11:30,12.7,1781.922,7.099,473.033,1.999,1.898,18.984,14.32,70.8,7.28,11.64,99.5,10.88,11.68,102.4,11.18,11.21,0,0,10.66,97,10.85,10.48,83.7,9.4,10.38,89.4,10.06,28.3,39,995.7,4.2,8.4,24,18.9,0,0,0,0,1000,140
5/18/2017 11:45,12.8,1790.095,7.131,539.707,2.28,1.977,19.768,15.35,68.7,6.91,11.67,99.6,10.88,11.71,102.5,11.18,11.1,3.6,0.4,10.64,96.7,10.82,10.47,83.5,9.39,10.36,89.4,10.07,28.7,39,995.8,1.6,3.7,49,18.9,0,0,0,0,1000,140
5/18/2017 12:00,12.8,1785.055,7.111,540.245,2.283,1.969,19.691,14.36,69.6,7.15,11.64,99.7,10.9,11.72,102.6,11.2,11.21,10.3,1.14,10.66,96.4,10.79,10.41,83.4,9.39,10.4,89.4,10.06,29.2,38,995.7,4.1,7.5,17,18.9,0,0,0,0,1000,140
5/18/2017 12:15,12.9,1838.488,7.324,536.33,2.266,1.898,18.978,15.4,67.5,6.78,11.64,99.8,10.92,11.66,102.8,11.24,11.2,6.6,0.73,10.69,96.3,10.76,10.43,83.2,9.36,10.39,89.5,10.07,29.3,38,995.5,4.1,7.3,34,19.1,0,0,0,0,1000,140
5/18/2017 12:30,12.8,1863.315,7.423,468.43,1.979,1.85,18.498,15.03,67.2,6.8,11.64,100,10.93,11.64,103,11.26,11.17,14,1.55,10.7,96.2,10.75,10.43,83.2,9.35,10.37,89.4,10.07,29.5,37,995.2,4.2,7.9,86,19.2,0,0,0,0,1000,140
5/18/2017 12:45,12.8,1810.266,7.212,518.943,2.193,1.868,18.68,15.42,65.8,6.6,11.61,100.1,10.96,11.65,103.1,11.27,11.04,26.3,2.91,10.62,96.3,10.78,10.44,83.2,9.36,10.37,89.3,10.06,29.2,36,995.1,1.2,4.7,28,18.6,0,0,0,0,1000,140
5/18/2017 13:00,12.8,1775.059,7.071,511.361,2.161,1.904,19.036,15.7,64.9,6.47,11.65,100.2,10.95,11.66,103.2,11.28,11.05,28.2,3.12,10.64,96.2,10.77,10.45,83.2,9.36,10.37,89.2,10.05,30.1,34,994.8,4.9,6.8,21,18.9,0,0,0,0,1000,140
5/18/2017 13:15,12.8,1789.88,7.13,555.754,2.348,1.856,18.559,15.68,64,6.39,11.64,100.3,10.97,11.66,103.3,11.29,11.04,40.4,4.48,10.62,96.2,10.77,10.46,83.3,9.37,10.35,89.4,10.07,30.5,33,994.6,2.5,4.3,88,19,0,0,0,0,1000,140
5/18/2017 13:30,12.8,1750.895,6.975,570.725,2.411,1.866,18.657,15.63,63.2,6.32,11.64,100.4,10.97,11.67,103.4,11.3,11.05,0,0,10.62,96.2,10.77,10.46,83.4,9.38,10.37,89.3,10.06,30.7,31,994.6,3.9,7.8,92,18.8,0,0,0,0,1000,140
5/18/2017 13:45,12.8,1755.206,6.992,378.179,1.598,1.919,19.189,15.78,62.1,6.18,11.67,100.4,10.97,11.66,103.4,11.3,11.05,0,0,10.61,96.4,10.79,10.44,83.6,9.4,10.34,89.2,10.06,30.1,32,994.3,1.7,4.1,39,18.4,0,0,0,0,1000,140
5/18/2017 14:00,12.9,1862.016,7.418,630.787,2.665,1.985,19.85,15.76,61.1,6.09,11.8,100.3,10.93,11.73,103.4,11.29,11.05,0,0,10.62,96.5,10.8,10.43,83.6,9.41,10.37,89,10.03,30.6,34,994.1,2.1,5.4,29,19.2,0,0,0,0,1000,140
5/18/2017 14:15,12.9,1289.384,5.137,328.381,1.387,1.966,19.665,15.75,61,6.08,11.91,100.3,10.9,11.65,103.5,11.32,11,0,0,10.63,96.6,10.82,10.44,83.6,9.41,10.38,88.9,10.02,31,31,993.7,2.8,6.4,60,18.9,0,0,0,0,1000,140
5/18/2017 14:30,12.6,831.595,3.313,197.924,0.836,2.153,21.526,15.8,60.4,6.02,12,100.4,10.88,11.64,103.5,11.32,11.04,0,0,10.63,96.7,10.83,10.42,83.7,9.42,10.37,88.7,9.99,30.8,32,993.8,2.4,4.4,27,19.1,0,0,0,0,1000,140
5/18/2017 14:45,12.8,1018.657,4.058,256.849,1.085,2.05,20.503,15.65,60.6,6.05,11.8,100.9,10.99,11.65,103.5,11.31,10.98,0,0,10.62,96.7,10.83,10.42,83.7,9.42,10.37,88.4,9.96,31.3,32,993.3,3.3,5.8,6,19.4,0,0,0,0,1000,140
5/18/2017 15:00,13,1557.718,6.206,406.694,1.718,2.117,21.172,15.78,60.1,5.99,11.64,101.3,11.08,11.6,103.5,11.33,11.05,0,0,10.64,96.7,10.82,10.43,83.7,9.41,10.34,88.3,9.95,31.7,31,993.1,5.4,8.8,65,19.4,0,0,0,0,1000,140
5/18/2017 15:15,13,1615.34,6.435,346.623,1.465,2.059,20.589,15.53,60.2,6.03,11.62,101.4,11.09,11.62,103.5,11.32,11.06,0,0,10.67,96.8,10.83,10.47,83.6,9.4,10.38,88.2,9.93,32,29,993.1,4.1,8.3,30,19,0,0,0,0,1000,140
5/18/2017 15:30,13.1,1690.898,6.736,419.179,1.771,2.084,20.844,13.71,63.6,6.63,11.62,101.5,11.1,11.52,103.5,11.34,11.04,0,0,10.66,96.8,10.83,10.48,83.6,9.39,10.41,88.1,9.92,32.2,29,993.1,3.9,7.4,63,19.2,0,0,0,0,1000,140
5/18/2017 15:45,13,1332.362,5.308,368.825,1.558,1.949,19.492,12.82,66.6,7.09,11.64,101.5,11.1,11.53,103.3,11.33,11.05,0,0,10.67,96.7,10.82,10.46,83.6,9.4,10.38,88.1,9.93,32.2,28,993.2,6.3,12,25,19.1,0,0,0,0,1000,140
5/18/2017 16:00,13,1206.701,4.807,267.208,1.129,2.16,21.595,13.63,66.6,6.96,11.57,101.7,11.14,11.59,103.1,11.29,11.14,0,0,10.69,96.8,10.82,10.46,83.6,9.39,10.38,88,9.92,32.3,27,993.1,5.3,8.8,55,18.8,0,0,0,0,1000,140
5/18/2017 16:15,13.1,1153.941,4.597,251.682,1.063,2.018,20.176,13.48,68.1,7.14,11.64,101.7,11.12,11.59,103,11.28,11.16,0,0,10.69,96.8,10.82,10.48,83.5,9.38,10.39,88.1,9.92,32.3,27,993.1,5.1,11.1,80,18.8,0,0,0,0,1000,140
5/18/2017 16:30,13,1062.636,4.233,276.034,1.166,2.067,20.665,13.8,69,7.18,11.63,101.7,11.12,11.55,102.9,11.27,11.18,0,0,10.7,96.8,10.82,10.47,83.6,9.39,10.42,0,0,32.4,27,992.9,4.1,7,66,18.9,0,0,0,0,1000,140
5/18/2017 16:45,13,983.926,3.92,241.331,1.02,2.123,21.231,13.37,70.9,7.45,11.8,101.4,11.05,11.62,102.7,11.23,11.2,0,0,10.82,96.8,10.79,10.46,83.6,9.4,10.38,0,0,32.4,24,992.8,4.8,9.8,39,18.2,0,0,0,0,1000,140
5/18/2017 17:00,13.1,881.325,3.511,194.618,0.822,2.203,22.035,13.45,72,7.55,11.68,101.6,11.1,11.6,102.7,11.24,11.2,0,0,10.71,97,10.83,10.44,83.6,9.41,10.38,0,0,32.6,23,992.7,5.6,10.2,72,18.1,0,0,0,0,1000,140
5/18/2017 17:15,13,799.633,3.186,155.779,0.658,2.227,22.271,13.29,73.4,7.73,11.77,101.5,11.07,11.65,102.6,11.21,11.2,0,0,10.74,97,10.83,10.44,83.6,9.41,10.38,0,0,32.4,24,992.5,4.2,6.5,66,18.2,0,0,0,0,1000,140
5/18/2017 17:30,13,753.101,3,176.032,0.744,2.307,23.069,12.83,76,8.09,11.84,101.5,11.05,11.62,102.7,11.23,11.22,0,0,10.67,97.1,10.86,10.44,83.6,9.41,10.4,0,0,32.3,25,992.2,3.4,7.7,61,18.4,0,0,0,0,1000,140
5/18/2017 17:45,13,603.304,2.403,120.634,0.51,2.298,22.982,13.87,75.5,7.84,11.9,101.6,11.04,11.66,102.7,11.23,11.24,0,0,10.71,97,10.84,10.42,83.6,9.4,10.45,0,0,32.2,25,992.5,3.9,7.6,48,18.4,0,0,0,0,1000,140
5/18/2017 18:00,13,522.013,2.08,101.528,0.429,2.275,22.75,13.8,74.1,7.71,11.88,101.8,11.06,11.61,102.8,11.25,11.2,0,0,10.65,96.9,10.85,10.43,83.5,9.4,10.44,0,0,32.1,25,992,3,7.1,31,18.3,0,0,0,0,1000,140
5/18/2017 18:15,13,407.947,1.625,74.045,0.313,2.35,23.501,13.79,72.2,7.51,11.88,101.9,11.08,11.62,102.9,11.26,11.23,0,0,10.66,96.9,10.84,10.44,83.5,9.39,10.43,0,0,32.1,26,991.8,5.1,9.2,46,18.4,0,0,0,0,1000,140
5/18/2017 18:30,12.9,343.901,1.37,57.196,0.242,2.483,24.826,13.79,71.4,7.43,11.8,102.2,11.13,11.62,103,11.26,11.22,0,0,10.67,96.8,10.82,10.44,83.5,9.39,10.45,0,0,31.7,27,992.1,2.9,4.4,56,18.5,0,0,0,0,1000,140
5/18/2017 18:45,12.4,90.043,0.359,7.918,0.033,2.297,22.972,13.81,70.8,7.36,11.76,102.3,11.16,11.6,103,11.27,11.2,0,0,10.68,96.8,10.83,10.46,83.5,9.39,10.43,0,0,31.2,29,992.1,5.3,7.9,104,18.5,0,0,0,0,1000,140
5/18/2017 19:00,12.6,144.243,0.575,17.951,0.076,2.353,23.532,13.79,70.3,7.31,11.77,102.4,11.16,11.62,103,11.27,11.19,0,0,10.68,96.8,10.82,10.47,83.5,9.38,10.4,0,0,30.8,29,992,2.4,3.7,76,18.4,0,0,0,0,1000,140
5/18/2017 19:15,12.3,69.629,0.277,5.59,0.024,2.479,24.787,13.76,69.7,7.26,11.8,102.4,11.15,11.59,103,11.28,11.13,0,0,10.72,96.5,10.78,10.47,83.4,9.38,10.39,0,0,30.6,31,991.8,2.8,4.4,40,18.6,0,0,0,0,1000,140
5/18/2017 19:30,12.3,36.161,0.144,0.247,0.001,2.611,26.106,13.79,69,7.18,11.78,102.5,11.17,11.52,103.1,11.3,11.1,0,0,10.69,96.5,10.79,10.45,83.4,9.38,10.37,0,0,30,32,991.9,2.2,4.9,68,18.4,0,0,0,0,1000,140
5/18/2017 19:45,12.3,14.205,0.057,-1.658,-0.007,2.521,25.208,13.72,68.1,7.1,11.79,102.4,11.16,11.52,102.9,11.29,11.09,0,0,10.66,96.5,10.79,10.45,83.4,9.38,10.37,0,0,27.8,39,991.8,2.2,2.9,330,18.1,0,0,0,0,1000,140
5/18/2017 20:00,12.3,4.227,0.017,-1.481,-0.006,2.699,26.99,13.57,67.6,7.07,11.87,102.3,11.12,11.62,102.8,11.25,11.11,0,0,10.69,96.4,10.78,10.44,83.3,9.37,10.37,0,0,28.4,36,992,1.5,3.1,48,18,0,0,0,0,1000,140
5/18/2017 20:15,12.2,-1.412,-0.006,-2.689,-0.011,2.508,25.081,13.54,68.1,7.13,11.92,102.1,11.09,11.65,102.8,11.23,11.17,0,0,10.71,96.4,10.77,10.44,83.3,9.36,10.37,0,0,28.2,38,992,1.8,2.9,310,18.3,0,0,0,0,1000,140
5/18/2017 20:30,12.3,-1.964,-0.008,-1.975,-0.008,2.542,25.42,13.51,68.8,7.2,11.93,102.1,11.09,11.66,102.8,11.24,11.1,0,0,10.62,96.6,10.82,10.41,83.1,9.36,10.36,0,0,25.2,48,991.9,0.9,1.4,319,17.7,0,0,0,0,1000,140
5/18/2017 20:45,12.3,-2.282,-0.009,-1.719,-0.007,2.8,27.996,13.61,68.8,7.19,11.97,102,11.07,11.65,102.9,11.25,11.07,0,0,10.63,96.6,10.82,10.42,83,9.34,10.35,0,0,26.1,43,992.4,0.9,2.5,345,17.5,0,0,0,0,1000,140
5/18/2017 21:00,12.2,-1.534,-0.006,-1.499,-0.006,2.844,28.438,13.72,68.7,7.16,11.9,102.2,11.11,11.67,103,11.25,11.14,0,0,10.64,96.6,10.81,10.45,82.8,9.32,10.34,0,0,25.9,47,992.2,1.4,2.6,333,18.1,0,0,0,0,1000,140
5/18/2017 21:15,12.2,-1.964,-0.008,-1.261,-0.005,2.416,24.158,15.98,63.9,6.34,11.92,102.2,11.1,11.72,103,11.24,11.2,0,0,10.65,96.5,10.8,10.47,82.8,9.3,10.36,0,0,23.4,56,992.4,1.6,2.3,337,17.5,0,0,0,0,1000,140
5/18/2017 21:30,12.2,-2.703,-0.011,-1.287,-0.005,2.513,25.128,15.46,62.7,6.28,11.79,102.4,11.16,11.72,103.2,11.26,11.2,0,0,10.66,96.5,10.79,10.47,82.7,9.3,10.36,0,0,27.2,42,992.9,3.8,4.4,94,18.2,60,4.3,0.1,0.1,1000,140
5/18/2017 21:45,12.1,-1.487,-0.006,-1.711,-0.007,2.463,24.631,16.63,58.8,5.75,11.77,102.4,11.16,11.72,103.4,11.28,11.2,0,0,10.69,96.4,10.78,10.47,82.7,9.3,10.37,0,0,26.3,49,992.4,2.1,2.7,108,18.8,0,0,0.1,0,1000,140
5/18/2017 22:00,12.1,-2.637,-0.011,-0.229,-0.001,2.653,26.534,14.97,59.8,6.06,11.82,102.2,11.13,11.74,103.6,11.31,11.25,0,0,10.71,96.5,10.78,10.47,82.8,9.3,10.37,0,0,24.5,56,993.3,6.7,9.1,138,18.5,0,0,0.1,0,1000,140
5/18/2017 22:15,12.2,-2.609,-0.01,0.379,0.002,2.486,24.863,15.83,57.3,5.7,11.78,102.3,11.14,11.74,103.9,11.34,11.19,0,0,10.71,96.6,10.79,10.46,82.9,9.31,10.37,0,0,20.7,82,994,3.7,5.6,119,18.5,60,0,1.8,1.7,1000,140
5/18/2017 22:30,12.2,-4.245,-0.017,1.129,0.005,2.483,24.826,16.39,53.9,5.3,11.82,102.1,11.12,11.75,104.2,11.36,11.16,0,0,10.7,96.6,10.8,10.45,82.9,9.33,10.37,0,0,19,88,995.8,5.7,8,144,17.7,60,25.5,5.8,3.9,1000,140
5/18/2017 22:45,12.2,-4.909,-0.02,1.552,0.007,2.702,27.021,15.95,52.7,5.23,11.77,102.1,11.13,11.75,104.3,11.38,11.1,0,0,10.76,96.6,10.78,10.47,83,9.33,10.4,0,0,18,91,994,1.9,2,207,17,60,0,7,1.3,1000,140
5/18/2017 23:00,12.1,-5.078,-0.02,1.525,0.006,2.444,24.441,15.9,50.7,5.04,11.76,102.1,11.14,11.68,104.4,11.41,11.11,0,0,10.71,96.7,10.81,10.46,83.2,9.36,10.43,0,0,17.2,96,993.6,0.8,1,337,16.8,0,0,7,0,1000,140
5/18/2017 23:15,12.1,-5.283,-0.021,1.49,0.006,2.536,25.361,14.9,51.2,5.2,11.76,102.1,11.13,11.65,104.5,11.42,11.11,0,0,10.74,96.8,10.81,10.47,83.3,9.36,10.46,0,0,17.2,98,993.7,0.7,1,276,17,0,0,7,0,1000,140
5/18/2017 23:30,12.1,-5.115,-0.02,2.09,0.009,2.831,28.312,14.73,50.6,5.16,11.76,102,11.12,11.75,104.5,11.4,11.19,0,0,10.76,96.9,10.82,10.44,83.3,9.37,10.47,0,0,16.9,98,994,0.5,0.6,352,16.7,0,0,7,0,1000,140
5/18/2017 23:45,12.1,-4.9,-0.02,2.284,0.01,2.573,25.732,15.95,48.7,4.84,11.73,101.9,11.12,11.74,104.6,11.41,11.18,0,0,10.74,97,10.83,10.47,83.3,9.36,10.47,0,0,17.7,98,994,1.9,3,350,17.5,0,0,7,0,1000,140
5/19/2017 0:00,12.2,-4.629,-0.018,1.649,0.007,2.38,23.796,15.59,48,4.8,11.77,101.8,11.1,11.63,104.6,11.44,11.16,0,0,10.77,97.1,10.83,10.46,83.3,9.36,10.48,0,0,18.3,95,993.9,3.3,4.5,34,17.8,0,0,7,0,1000,140
5/19/2017 0:15,12,-3.937,-0.016,2.195,0.009,2.431,24.309,15.81,47.6,4.74,11.74,101.8,11.1,11.65,104.4,11.42,11.18,0,0,10.77,97.2,10.85,10.44,83.2,9.36,10.47,0,0,17.8,95,994.1,0.4,0.6,93,17.2,0,0,7,0,1000,140
5/19/2017 0:30,12.1,-5.04,-0.02,2.222,0.009,2.362,23.625,15.92,45.9,4.56,11.74,101.8,11.1,11.63,104.3,11.4,11.15,0,0,10.7,97.2,10.87,10.43,83.1,9.35,10.43,0,0,17.3,98,993.9,1,1.4,214,17.1,0,0,7,0,1000,140
5/19/2017 0:45,12.1,-5.031,-0.02,1.411,0.006,2.35,23.498,15.99,45.1,4.47,11.73,101.7,11.1,11.62,104.1,11.38,11.13,0,0,10.67,97.2,10.87,10.43,83.1,9.35,10.44,0,0,16.8,99,993.8,1.5,2,143,16.7,0,0,7,0,1000,140
5/19/2017 1:00,12.1,-4.563,-0.018,2.01,0.008,2.343,23.43,16.19,44.9,4.43,11.7,101.7,11.1,11.62,103.8,11.35,11.13,0,0,10.68,97.1,10.85,10.44,83,9.34,10.44,0,0,16.7,99,993.5,0.6,0.9,319,16.6,0,0,7,0,1000,140
5/19/2017 1:15,12.1,-4.788,-0.019,1.949,0.008,2.268,22.681,15.95,44.5,4.42,11.72,101.6,11.09,11.6,103.5,11.33,11.11,0,0,10.66,96.9,10.84,10.43,82.9,9.33,10.44,0,0,16.7,100,993.5,0.9,1.1,232,16.7,0,0,7,0,1000,140
5/19/2017 1:30,12.1,-4.629,-0.018,1.957,0.008,2.302,23.021,16.36,43.9,4.32,11.88,101.2,11,11.65,103.3,11.29,11.14,0,0,10.67,96.8,10.82,10.43,82.8,9.32,10.44,0,0,16.4,100,993.6,0.2,0.4,290,16.4,0,0,7,0,1000,140
5/19/2017 1:45,12.1,-4.086,-0.016,2.01,0.008,2.307,23.069,16.01,43.6,4.32,12.14,100.7,10.89,11.74,103.1,11.25,11.2,0,0,10.69,96.5,10.79,10.42,82.8,9.31,10.45,0,0,16.5,100,993.3,0.9,1.1,173,16.5,0,0,7,0,1000,140
5/19/2017 2:00,12,-4.937,-0.02,1.79,0.008,2.299,22.99,16.24,42.5,4.19,12.83,99.7,10.6,11.77,103.1,11.24,11.23,0,0,10.71,96.3,10.76,10.41,82.7,9.31,10.44,0,0,16.6,100,993,1.2,1.4,175,16.6,0,0,7,0,1000,140
5/19/2017 2:15,12.1,-4.077,-0.016,2.275,0.01,2.349,23.492,16.64,41.7,4.08,12.91,99.8,10.6,11.74,103.1,11.25,11.3,0,0,10.72,96.2,10.75,10.45,82.6,9.29,10.43,0,0,16.4,100,992.9,1.1,1.3,148,16.4,0,0,7,0,1000,140
5/19/2017 2:30,12.1,-5.227,-0.021,2.072,0.009,2.262,22.617,16.51,41.5,4.07,12.9,100.1,10.63,11.74,103.3,11.26,11.26,0,0,10.7,96.1,10.74,10.46,82.6,9.28,10.45,0,0,16.4,100,993,1.3,1.5,182,16.4,0,0,7,0,1000,140
5/19/2017 2:45,12,-5.601,-0.022,2.716,0.011,2.244,22.437,16.29,41.7,4.11,13.05,100.3,10.61,11.75,103.4,11.28,11.2,0,0,10.67,95.9,10.73,10.46,82.5,9.28,10.46,0,0,16.3,100,993.2,1,1.8,192,16.3,0,0,7,0,1000,140
5/19/2017 3:00,12,-4.797,-0.019,2.627,0.011,2.195,21.946,16.3,41.5,4.09,12.9,100.8,10.71,11.75,103.6,11.3,11.21,0,0,10.74,95.8,10.7,10.46,82.5,9.28,10.46,0,0,16.1,100,993,0.7,1.6,10,16.1,0,0,7,0,1000,140
5/19/2017 3:15,12,-5.648,-0.023,2.592,0.011,2.197,21.974,16.36,41.4,4.07,12.83,101.2,10.76,11.75,103.8,11.32,11.18,0,0,10.69,95.9,10.72,10.4,82.5,9.29,10.47,0,0,16.1,100,993,0.9,1.4,235,16.1,0,0,7,0,1000,140
5/19/2017 3:30,12.1,-4.676,-0.019,2.204,0.009,2.25,22.495,16.22,41.8,4.12,12.88,101.4,10.78,11.7,104,11.35,11.17,0,0,10.58,95.9,10.75,10.41,82.5,9.28,10.47,0,0,16.5,100,992.6,1.6,2.6,335,16.5,0,0,7,0,1000,140
5/19/2017 3:45,12,-5.349,-0.021,2.143,0.009,2.224,22.236,16.09,42,4.15,12.89,101.7,10.8,11.74,104.2,11.36,11.11,0,0,10.57,95.9,10.75,10.42,82.5,9.28,10.44,0,0,16.4,100,992.4,0.6,2.9,162,16.3,0,0,7,0,1000,140
5/19/2017 4:00,12,-4.853,-0.019,3.024,0.013,2.417,24.17,15.94,42.3,4.2,12.9,102,10.83,11.82,104.4,11.37,11.18,0,0,10.63,95.7,10.72,10.43,82.4,9.27,10.47,0,0,16.4,100,992.4,2,2.6,137,16.4,0,0,7,0,1000,140
5/19/2017 4:15,12,-5.424,-0.022,2.381,0.01,2.337,23.373,15.57,42.2,4.23,12.91,102.2,10.85,11.8,104.7,11.41,11.19,0,0,10.57,95.8,10.74,10.43,82.4,9.27,10.46,0,0,16.4,100,992.3,1.6,2,144,16.4,0,0,7,0,1000,140
5/19/2017 4:30,12,-4.367,-0.017,3.042,0.013,2.354,23.54,15.56,42.4,4.24,12.9,102.3,10.86,11.75,104.7,11.42,11.11,0,0,10.57,95.7,10.73,10.43,82.4,9.27,10.46,0,0,16.2,100,992.3,0.5,0.8,325,16.2,0,0,7,0,1000,140
5/19/2017 4:45,12,-4.984,-0.02,1.834,0.008,2.294,22.943,15.59,43.3,4.33,12.92,102.3,10.86,11.86,104.7,11.39,11.2,0,0,10.57,95.5,10.71,10.44,82.4,9.27,10.43,0,0,16.9,100,992.2,1.8,3.1,167,16.9,0,0,7,0,1000,140
5/19/2017 5:00,11.9,-0.973,-0.004,2.68,0.011,2.366,23.656,16.5,41.9,4.11,13.18,102,10.76,11.82,104.8,11.42,11.13,0,0,10.57,95.4,10.7,10.43,82.4,9.26,10.38,0,0,17,98,992.5,1.9,3,171,16.8,60,0,7,0,1000,140
